num,question,answer,filename,
30,".關於《傷寒論》茵陳蒿湯的敘述，下列何者正確？
A.本方組成為茵陳、大黃、梔子、黃柏
B.本方為治療濕熱便秘的代表方
C.大黃在此方的作用為瀉熱逐瘀
D.《傷寒論》提及本方服用後會出現如下情形：大便當利，糞如皂角汁，色深，一宿腹減，邪從大便去",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
31,".劉小姐酒促後，主訴嘔吐腹瀉，發熱惡寒，頭痛，胸脇滿悶，脘腹疼痛，手足沉重，舌苔白膩，脈浮濡，下
列何方最適宜？
A.《宣明論方》桂苓甘露飲
B.《和劑局方》平胃散
C.《內外傷辨惑論》葛花解酲湯
D.《景岳全書》柴平湯",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
32,".有關《醫門法律》清燥救肺湯之敘述，下列何者最不適宜？
A.脾胃虛弱者慎用
B.涼燥證忌用
C.主治燥熱傷肺氣陰兩傷之重證
D.以胡麻仁、阿膠養陰潤肺，而肺得滋潤，則治節有權為主藥",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
33,".下列何者為利水滲濕劑？①《傷寒論》豬苓湯 ②《華氏中藏經》五皮散 ③《醫學正傳》三妙丸 ④《和
劑局方》平胃散
A.①②
B.①④
C.②③
D.③④",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
34,".45歲患者，自訴脘腹脹痛，裏急後重，或見大便秘結，舌苔黃膩，脈沉實，治以下列何方最適宜？
A.《丹溪心法》保和丸
B.《儒門事親》木香檳榔丸
C.《傷寒論》調胃承氣湯
D.《小兒藥證直訣》七味白朮散",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
35,".55歲患者，長期飲酒，肝硬化病史，兼見糖尿病，求診時身有微熱，咳嗽痰多，咳吐黃痰，痰味重而難聞，
胸中隱隱作痛，咳時加重，舌紅苔黃膩，脈滑數。治以下列何組成最適宜？
A.柴胡、半夏、黃芩、生薑、大棗、芍藥、枳實、大黃
B.葦莖、苡仁、冬瓜仁、桃仁
C.柴胡、半夏、人參、甘草、黃芩、生薑、大棗
D.麻黃、杏仁、石膏、甘草",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
36,".關於《外科全生集》陽和湯，下列敘述何者錯誤？
A.癰瘍屬於陽證者禁用
B.陰虛或破潰已久，不適合使用
C.因為陰疽，麻黃量需大於熟地劑量
D.已潰者，麻黃不宜使用，以免衛氣失固而更傷營血",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
37,".患者夏月發熱、惡寒，頭重，無汗，腹痛吐瀉，胸脘痞悶，舌苔白膩，脈浮。下列治療何者最適宜？
A.《太平惠民和劑局方》香薷散
B.《溫病經緯》清暑益氣湯
C.《傷寒論》葛根芩連湯
D.《溫熱經緯》甘露消毒丹",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
38,".《統旨方》清金化痰丸與《醫方考》清氣化痰丸之比較，下列敘述何者正確？
A.清氣化痰丸之組成內含有桑白皮、知母、麥門冬
B.清金化痰丸以膽南星清熱化痰，開其壅閉，為主要藥物
C.清氣化痰丸以清熱化痰藥為方中主要藥物
D.清金化痰丸專治痰飲壅肺",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
39,".有關《宣明論方》桂苓甘露飲之敘述，下列何者最適宜？
A.本方為《傷寒論》五苓散另加石膏、滑石與寒水石而成
B.以發熱、煩渴引飲、兩便通利為主證
C.主治中暑受濕之證
D.汗瀉過多、氣液大傷者亦宜本方",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
40,".有關《瑞竹堂經驗方》順氣消食化痰丸與《丹溪心法》保和丸之比較，下列何者最適宜？
A.前者主治食滯痰多之證；後者主治食積中阻、傳導失常之證
B.兩者皆以山楂為主藥
C.兩者皆以南星、半夏、青皮、陳皮來降氣除痰
D.兩者皆以連翹來清熱散結除痰",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
41,".關於乾薑之應用，下列敘述何者最不適宜？
A.能溫肺而化寒飲，又能溫脾以杜生痰之源，有標本兼顧之作用
B.既能上助心陽以通脈，又能下補腎陽以益火，為回陽救逆之要藥
C.去臟腑沉寒痼冷
D.開五臟六腑，治冷痹寒痞，反胃下痢",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
42,".關於花椒的主治，下列敘述何者最不適宜？
A.腰腳痿弱，下焦濕熱
B.寒濕傷脾，腹痛泄痢
C.中焦寒盛，脘腹冷痛
D.蟲積腹痛，婦女陰癢",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
43,".蓽茇的應用，下列敘述何者最不適宜？
A.胃寒嘔吐酸水
B.心腹冷痛、冷痢
C.寒鬱中焦、飲食不消
D.牙齒疼痛、偏頭痛，實熱鬱火、陰虛火旺",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
44,".具有通竅之作用，下列何藥最不適宜？
A.蒼耳子
B.蟬蛻
C.辛夷
D.白芷",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
45,".下列何藥可用於頭痛、時流濁涕等證，多以炒製以減低毒性？
A.蒼耳子
B.蟬蛻
C.白芷
D.藁本",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
46,".王先生尿路感染，加上肢體關節腫痛、麻木的舊疾再發。下列何藥最宜選用？
A.澤瀉
B.豬苓
C.萆薢
D.通草",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
47,".濕熱薰蒸而發黃者，可大劑量單用煎湯內服，下列何藥物最適宜？
A.海金沙
B.金錢草
C.茵陳蒿
D.薏苡仁",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
48,".具有溫中和胃、降氣止呃的功效，下列何藥最適宜？
A.玫瑰花
B.刀豆
C.枳殼
D.柿蒂",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
49,".八月札的功效應用敘述，下列何者最不適宜？
A.疏肝理氣散結，可用於肝鬱氣滯所致的脇痛、疝氣痛
B.疏肝理氣散結，可用於瘰癧、肝胃氣痛
C.理氣散結，可用於乳房痛及消化道癌腫
D.固精收尿，對於遺尿、尿頻尤為常用",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
50,".下列何藥具有止瀉，清肝明目，可用於肝火上炎之目赤腫痛？
A.夏枯草
B.羚羊角
C.孩兒茶
D.車前子",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
51,".與苦參功用相近，且同時具有解酒毒作用，下列何藥物最適宜？
A.知母
B.玄參
C.黃連
D.梔子",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
52,".以鮮蘆根搗汁服或水煎服，能解下列何毒？
A.蠱毒
B.酒毒
C.魚、蟹毒
D.蛇、蟲毒",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
53,".具化熱毒、解食毒、消腫核之功能，專治乳癰、疔毒，下列何藥物最適宜？
A.金銀花
B.紫花地丁
C.蒲公英
D.牛蒡子",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
54,".具有峻下逐水功效之藥，下列何者最不適宜？
A.蘆薈
B.甘遂
C.黑丑
D.千金子",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
55,".主治中風、中惡，痰厥、氣厥，喉痹不通，下列何者最適宜？
A.甘遂
B.巴豆
C.大戟
D.芫花",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
56,".薑黃的應用，下列何者最適宜？
A.氣虛血虧
B.氣鬱化火
C.陰虛血少
D.氣脹血積",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
57,".下列何藥可用於因濕熱下注引起的腰膝關節痠痛、腳氣腫痛等證，常與蒼朮、黃柏、薏苡仁配用？
A.杜仲
B.牛膝
C.桑枝
D.續斷",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
58,".具破血逐瘀之功，與水蛭相似，而性較峻猛，服後可能引起腹瀉，下列何者最適宜？
A.蟅蟲
B.乾漆
C.凌霄花
D.虻蟲",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
59,".茜草的應用，下列何者最不適宜？
A.風痹，黃疸
B.痔瘻，瘡癤
C.血少者
D.血滯經閉",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
60,".與陳棕炭均有收澀止血之功，下列何者最適宜？
A.側柏葉
B.卷柏
C.血餘炭
D.阿膠",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
61,".有關活血藥的敘述，下列何者最不適宜？
A.丹參性溫，能溫經活血，除煩安神
B.乳香功擅活血伸筋；沒藥偏於散血化瘀
C.虎杖能瀉下通便，可用於熱結便秘
D.三稜破血作用比莪朮強，而行氣止痛之力則較遜",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
62,".大棗的功效敘述，下列何者最不適宜？
A.和中益氣
B.清暑化濕
C.養血安神
D.緩和藥性",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
63,".桑椹的功效敘述，下列何者最不適宜？
A.補肝益腎
B.養血生津
C.潤腸烏髮
D.安神增智",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
64,".女貞子的敘述，下列何者最不適宜？
A.清心安神
B.滋補肝腎
C.強腰膝
D.烏鬚髮",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
65,".具有壯腎陽、益精血、強筋骨、調衝任、托瘡毒之功效，下列何藥物最適宜？
A.鹿茸
B.巴戟天
C.淫羊藿
D.胡蘆巴",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
66,".有關續斷的功效敘述，下列何者最不適宜？
A.補肝腎
B.續筋骨
C.止痢
D.止漏，安胎",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
67,".有關杜仲的功效敘述，下列何者最不適宜？
A.溫肺定喘
B.補肝腎
C.安胎
D.強筋骨",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
68,".天竹黃的敘述，下列何者最不適宜？
A.為青皮竹莖桿內分泌液乾燥後的塊狀物
B.善清熱化痰、清心定驚，為治痰熱驚癇與中風痰壅之要藥
C.清化熱痰，除煩止嘔
D.熱痰壅盛，咳嗽氣喘，可與黃連、膽南星、瓜蔞、貝母等同用",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
69,".適用於痰熱驚風，抽搐及中風、癲狂諸證，下列何藥最適宜？
A.膽南星
B.白芥子
C.薑半夏
D.苦桔梗",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
70,".白殭蠶的敘述，下列何者最不適宜？
A.用於風熱與肝熱所致的頭痛目赤
B.息風止痙，祛風定驚
C.散風熱，宜炒用；一般，多生用
D.有祛風止癢作用",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
71,".下列何藥用治耳聾、耳鳴，係取其重鎮潛陽之功效？
A.磁石
B.鈎藤
C.石菖蒲
D.天麻",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
72,".冰片的主治，下列何者最不適宜？
A.神昏痙厥
B.寒濕痹痛
C.目赤腫痛
D.咽喉腫痛",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
73,".祛風解痙的功效，下列何者最不適宜？
A.石決明
B.地龍
C.殭蠶
D.全蠍",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
74,".受熱時其成分最容易被破壞，影響療效，下列何藥物最適宜？
A.白頭翁
B.檳榔
C.榧子
D.雷丸",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
75,".具收斂、止血行瘀、固精縮尿、止痛之功能，治腸風瀉血、五痔，下列何藥物最適宜？
A.烏賊骨
B.刺蝟皮
C.桑螵蛸
D.鎖陽",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
76,".下列何種藥物，經火煅後，其成分與砒霜同？
A.雄黃
B.鉛丹
C.硃砂
D.礞石",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
77,".氣喘咳嗽兼有脘腹脹滿、噯腐吞酸等證，用下列何者最適宜？
A.烏梅
B.山楂
C.萊菔子
D.五味子",C,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
78,".有關馬錢子的敘述，下列何者最不適宜？
A.顏面神經麻痹
B.癰疽或跌打損傷腫痛、扭挫傷
C.服用過量，可引起肢體麻木、驚厥，甚至昏迷等中毒症狀
D.濕疹、濕瘡",D,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
79,".下列關於女貞子的敘述，何者錯誤？
A.來源：木犀科植物女貞的乾燥成熟種子
B.別名：冬青子
C.炮製：生用或酒製
D.外用：搗膏點眼",A,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
80,".有關五倍子的敘述，下列何者最不適宜？
A.用於崩漏下血
B.為漆樹科植物鹽膚木或青麩楊的果實
C.可斂肺降火，澀腸止瀉
D.可用於遺尿、遺精、滑精",B,112-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
1,".關於《內經》之敘述，下列何者錯誤？
A.《黃帝內經》之名最早見於《漢書．藝文志．方技略》
B.《素問．靈蘭秘典》中出現曹魏時期的官名，故該篇章可能為魏晉以後之作品
C.《素問》一書流傳至唐代只剩八卷，到王燾注解《素問》時受得先師秘本，於是補充了《天元紀大論》等
七篇大論
D.北宋哲宗元祐八年高麗獻書《鍼經》，補充了亡佚之《靈樞》內容",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
2,".關於《傷寒雜病論》之敘述，下列何者錯誤？
A.《傷寒雜病論》問世不久即散佚，後經魏晉時代王叔和撰次整理成書，一般認為現行《傷寒論》中的《辨
脈法》、《平脈法》和《傷寒例》即王氏所增
B.唐代孫思邈於其《千金翼方》卷九、卷十中保留有傷寒論內容，並以「方證同條，比類相附」的方式整理
其條文
C.宋代嘉祐二年，成無己等校正傷寒論諸傳本，並於治平二年刊行
D.臺灣故宮博物院收藏有明代趙開美版北宋本《傷寒論》",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
3,".關於《外臺秘要》之敘述，下列何者錯誤？
A.作者王燾，乃唐太宗御外孫，母親為南平公主
B.王燾認為「針能殺生人，不能起死人」，因此只要灸法，否定針法
C.其中醫論部分以《諸病源候論》爲主，醫方部分則選用《醫心方》甚多
D.其書中保存許多已佚典籍資料，且因其引文一一注明出處卷數，故徐靈胎稱其：「唐以前之方賴此以存，
其功亦不可泯」",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
4,".下列何者是宋代最突出的個人本草著作？
A.唐慎微的《證類本草》
B.鄒潤安的《本經疏證》
C.李時珍的《本草綱目》
D.劉元密的《本草述》",A,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
5,".下列何者是張從正「吐」法的治療應用？
A.逐水
B.導引
C.針刺
D.催淚",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
6,".有關宋元間中醫兒科的發展，下列何者錯誤？
A.錢乙《小兒藥證直訣》認為「變蒸」乃小兒常見病理現象，用藥需以較輕劑量治之
B.宋太醫局設有「小方脈」，招生人數僅次於「大方脈」與「風科」
C.宋代《幼幼新書》提出虎口三關指診法，是兒科診法上的重要發展
D.金元四大家對兒科之論述不脫其核心觀點，如朱丹溪曾認為小兒陰常不足、劉河間則主張小兒病者熱多寒
少",A,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
7,".下列何者收錄「咬人狗」，是首部引錄《臺灣府誌》內容，將臺灣生藥納入篇章論述？
A.李德潤《海藥本草》
B.蕭步丹《嶺南採藥錄》
C.趙學敏《本草綱目拾遺》
D.徐靈胎《神農本經百種錄》",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
9,".藥典是國家收錄記載藥品規格、製劑、檢驗標準的法典。下列有收錄生藥的藥典，何者成書時間最晚？
A.中華藥典第一版
B.日本藥局方第一版
C.臺灣傳統藥典
D.臺灣中藥典",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
10,".漢代以下至宋代在醫學典籍中，均不見「藏象」的醫學用語。下列何書籍是元代最早將《內經》有關臟腑之
論述，冠以「藏象」一詞？
A.危亦林《格致餘論》
B.危亦林《世醫得效方》
C.滑伯仁《讀素問鈔》
D.滑伯仁《十四經發揮》",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
11,".依《難經．三十三難》關於肝肺屬性之描述，下列何者錯誤？
A.肝為乙角
B.肺為辛商
C.肝為庚之柔
D.肺為甲之柔",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
12,".依《素問．陰陽應象大論》，有關陰陽的敘述，下列何者錯誤？
A.左右者，陰陽之道路
B.水火者，陰陽之徵兆
C.陰陽者，血氣之男女
D.上下者，萬物之陰陽",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
13,".依《素問．陰陽應象大論》，有關五行的生剋制化的相互關係，下列何者錯誤？
A.悲勝怒
B.燥勝風
C.辛勝酸
D.怒勝恐",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
14,".依《素問．四氣調神大論》裡有關季節常見的發病規律，下列何者正確？
A.春三月，……，逆之則傷肝，夏為痿厥
B.冬三月，……，逆之則傷腎，春為寒變
C.秋三月，……，逆之則傷肺，冬為咳瘧
D.夏三月，……，逆之則傷心，秋為痎瘧",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
15,".五行中，有「亢害承制」之概念，假若木旺勝土，其復氣者，下列何者正確？
A.火
B.土
C.金
D.水",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
16,".依《難經．七十七難》之敘述，醫師上工者見肝之病時，最不會如何診治？
A.防止傳變
B.專注治肝
C.知當傳脾
D.先實脾氣",B,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
17,".有關陰陽學說的論述，下列何者最不適當？
A.「陽生陰長，陽殺陰藏」是說明陰陽消長平衡的作用
B.「重陽必陰，重陰必陽」，可用以闡釋病機的轉化
C.「陰平陽秘」指的是陰陽消長平衡
D.「寒者熱之，熱者寒之」是指陰陽相互對立制約",A,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
18,".依《素問．生氣通天論》關於人與自然陰陽貫通之相關敘述，下列何者正確？
A.蒼天之氣，辟積則志意治，順之則陽氣固，此因時之序
B.聖人煩張精神，使陽氣上通顯神明
C.陽氣失之則外閉九竅，內壅肌肉，衛氣散解此謂外傷
D.陽氣者，精則養神，柔則養筋",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
19,".冬季急性心肌梗塞的發病率特別多，依《素問．金匱真言論》，有關五臟六腑與陰陽的關係，下列敘述何者
正確？
A.人身之陰陽，心也，陰中之陽
B.冬為陰，心亦為陰，陰中之陰也
C.肝心二藏皆為陰，心包三焦二府皆為陽
D.背為陽，陽中之陽，心也",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
20,".依五行學說，下列生理功能代表的臟腑何者歸屬於水？
A.在五體為筋
B.在五音為宮
C.在五官為耳
D.在五志為思",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
21,".依《靈樞．天年》探討人之生成，岐伯說明人之生長的形與神順序，下列何者正確？
A.血氣和、榮衛通、五藏成、神氣舍心、魂魄畢具、乃成為人
B.榮衛通、血氣和、魂魄畢具、五藏成、神氣舍心、乃成為人
C.榮衛通、血氣和、五藏成、神氣舍心、魂魄畢具、乃成為人
D.血氣和、榮衛通、五藏成、魂魄畢具、神氣舍心、乃成為人",A,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
22,".依《素問》與《難經》的臟腑相關篇章中，對於膽的論述，下列何者錯誤？
A.膽者謂青腸
B.膽者，中正之官，決斷出焉
C.膽者，中瀆之府
D.膽者，清淨之腑也",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
23,".依《素問．經脈別論》關於汗出的原因與對應臟腑，下列幾項正確？①飲食飽甚，汗出於脾 ②驚而奪精，
汗出於腎 ③持重遠行，汗出於肝 ④疾走恐懼，汗出於心 ⑤搖體勞苦，汗出於脾
A.1
B.2
C.3
D.4",A,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
24,".關於營氣與衛氣之描述，下列何者錯誤？
A.營氣晝夜營周不休，行於脈中，與血可分而不可離，故常常營血並稱
B.衛氣運行於脈外之氣，隨營氣運行，晝行於陽，夜行於陰，散行全身
C.營衛二氣於夜半子時相會於內臟，晝夜運行，如環無端
D.衛氣始於手太陰肺經，晝行於陽經，夜行於五臟",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
25,".依《靈樞．決氣篇》說明精氣津液血脈之描述，下列何者錯誤？
A.上焦開發，宣五穀味，熏膚，充身，澤毛，若霧露之溉，是謂津
B.精脫者耳聾
C.穀入氣滿，淖澤注于骨，骨屬屈伸，泄澤補益腦髓，皮膚潤澤，是謂液
D.氣脫者目不明",A,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
26,".依《素問．陰陽應象大論》之內容，關於人體衰老的節次，下列何者錯誤？
A.年四十，而陰氣自半也，起居衰矣
B.年五十，體重，耳目不聰明矣
C.年六十，陰痿，氣大衰，九竅不利
D.年七十，下虛上實，涕泣具出矣",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
27,".依據《靈樞．五癃津液別》之內容，關於津液的描述，下列何者錯誤？
A.天寒衣薄，則為溺與氣
B.天熱衣厚，則為汗
C.悲哀氣并，則為泣
D.中熱胃緩，則為水",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
28,".22歲女大學生，每次吃完飯之後就覺得昏昏沉沉，也變得容易忘東忘西。這個現象符合《靈樞．大惑論》裡
的何種病機？
A.精氣并於脾，熱氣留於胃
B.上氣不足，下氣有餘，腸胃實而心肺虛
C.胃滿則腸虛，腸滿則胃虛，更虛更滿，故氣得上下
D.飲食飽甚，汗出於胃",B,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
29,".依《素問．五藏生成論》所述，五藏之氣，色見下列何者為生？
A.青如草茲者
B.黃如枳實者
C.黑如炲者
D.白如豕膏者",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
30,".依據《靈樞．海論》內容，有關人體四海有餘及不足之病症，下列敘述何者正確？
A.水穀之海不足，則頭暈耳鳴，四肢乏力
B.水穀之海有餘，則腹滿
C.氣海不足，則胸悶喘息
D.氣海有餘，則飢餓但吃不下",B,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
31,".依《靈樞．決氣》對六氣耗脫的敘述，下列何者正確？
A.液脫者，腠理開，汗大泄
B.氣脫者，耳聾
C.血脫者，色白，夭然不澤，其脈空虛
D.精脫者，骨屬屈伸不利，色夭，腦髓消，脛痺，耳數鳴",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
32,".三焦乃水穀之道路，並為人體「氣」生成終始之常道；三焦之內容，下列敘述何者正確？
A.上焦，在心下，下鬲，在胃上口，主出而不內
B.中焦，在胃中脘，腐熟水穀，主不上不下
C.下焦，當膀胱上口，分別清濁，主內而不出
D.三焦，法天地人，主上下流行，其府在關元",B,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
33,".有關原氣的生理功能，下列敘述何者錯誤？
A.納氣分布於全身之元氣
B.固攝尿液和精液
C.推動生長發育與生殖
D.從合穴進入十二經脈",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
34,".依《素問．痹論》記載，下列何者的分布是循皮膚之中，分肉之間，薰於肓膜，散於胸腹？
A.營氣
B.衛氣
C.元氣
D.宗氣",B,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
35,".關於「心系」的敘述，下列何者正確？
A.「心系」與「目系」間有足少陰之支脈聯繫
B.人在憂思時會不時深呼吸伸展其氣，是因憂思時心有所存，正氣留而不行則氣結
C.人在悲傷時之所以會有淚出，是因為肝氣上逆而心系急
D.心系急易致胃氣不降，故嘔",B,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
36,".在《靈樞．禁服》中提到寸口和人迎的關係，其中寸口主中，主陰。而人迎主外，主陽。依《靈樞．經脈》
所述，肺手太陰脈的脈盛和脈虛者，其寸口和人迎的比較，下列何者正確？
A.盛者，寸口大一倍於人迎；虛者，寸口反小於人迎也
B.盛者，寸口大再倍於人迎；虛者，寸口反小於人迎也
C.盛者，寸口大三倍於人迎；虛者，寸口反小於人迎也
D.盛者，人迎大三倍於寸口；虛者，人迎反小於寸口也",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
37,".依《難經．七十九難》的迎隨補瀉法中的子母迎隨補瀉法所述，如果是肺手太陰脈的疾病，要如何處理？
A.實瀉子穴為迎，用尺澤穴。虛補母穴為隨，用太淵穴
B.實瀉母穴為迎，用太淵穴。虛補子穴為隨，用尺澤穴
C.實瀉子穴為迎，用魚際穴。虛補母穴為隨，用尺澤穴
D.實瀉母穴為迎，用尺澤穴。虛補子穴為隨，用魚際穴",A,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
38,".依《素問．逆調論》提到起居如故而「息有音」。下列病因何者為正確？
A.是水氣之客也，夫水者循津液而流也。故喘有水聲，息有音也
B.胃脈逆也，胃者六府之海，其氣亦下行，故得臥，陽明逆不得從其道，故息有音也
C.肺之絡脈逆也，絡脈不得隨經上下，故留經而不行。絡脈之病人也微，故而息有音也
D.是陽明之逆也，足三陽者下行，今逆而上行，故息有音也",C,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
39,".依《靈樞．經脈》，骨厥為下列何經脈之是動病？
A.督脈
B.腎經
C.膀胱經
D.小腸經",B,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
40,".依《難經．六十四難》之論述，五俞穴配合五行，及《難經．七十九難》子母迎隨法，欲取手厥陰心包經之
母穴行補法，最恰當之穴位為？
A.大陵
B.勞宮
C.曲澤
D.中衝",D,113-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
