num,question,answer,filename
17,"下列有關「骨度分寸法」之敘述，何者錯誤？
(A) 前髮際至後髮際12寸 (B) 肘橫紋至腕橫紋10寸 (C) 兩乳之間8寸 (D) 臍中至橫骨5寸",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
18,"下列何者並非「穴位」的不同名稱？
(A) 骨孔 (B) 會 (C) 節 (D) 髎",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
19,"下列有關經脈中「根結標本」的敘述，何者錯誤？
(A) 足六經的「根」在原穴 (B) 足六經的「結」在頭、胸、腹
(C) 根者，本者，部位在下，皆經氣始生始發之地 (D) 結者，標者，部位在上，皆為經氣歸結之所",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
20,"下列有關氣街與四海之敘述，何者正確？
(A) 四街，泛指胸、腹、頭、腰之氣聚集處 (B) 四街，泛指胸、腹、頭、臀之氣聚集處
(C) 四海，分別位於頭、胸、上下腹 (D) 四海之一為血海，位於脛部",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
21,"八會穴中，血會何處？
(A) 血海 (B) 三陰交 (C) 太淵 (D) 膈俞",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
22,"下列有關十四經重要腧穴之敘述，何者正確？
(A) 心經俞穴為靈道 (B) 陰蹻脈絡穴為交信 (C) 督脈絡穴為長強 (D) 脾 經 郄穴 為 大 包
代號：6112
頁次：6－3",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
24,"下列有關絡穴之敘述何者錯誤？
(A) 經氣與絡氣相交會之樞紐
(B) 十四經脈各有一絡穴，加脾之大包穴合計十五絡穴
(C) 通常用法，常以本經絡穴為主，相表裏經之原穴為客治療
(D) 十五絡穴係十五別絡自經脈中別出之處之腧穴",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
25,"下列何者為手太陽小腸經之絡穴？
(A) 支正 (B) 腕骨 (C) 養老 (D) 後谿",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
26,"關於井滎俞原經合，下列何穴為肺經經穴？
(A) 太淵 (B) 經渠 (C) 列缺 (D) 孔最",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
27,"八會穴的骨會是：
(A) 絕骨 (B) 大杼 (C) 太淵 (D) 陽陵泉",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
28,"下列穴位若由橈側至尺側排列，其順序應為何？ 陽池  陽谷  陽谿
(A)    (B)    (C)    (D)   ",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
29,"下列有關下關穴的敘述，何者錯誤？
(A) 閉口有骨彈起，張口凹陷又出 (B) 足陽明胃經與足少陽膽經之會
(C) 耳珠之前七八分處，顴骨弓之下端 (D) 可治耳鳴、耳聾、牙痛",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
30,"小腸募穴位於何處？
(A) 臍旁五分 (B) 臍旁二寸 (C) 臍上二寸 (D) 臍下三寸",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
31,"大腸俞位於第幾腰椎下，兩旁去脊各一寸五分？
(A) 2 (B) 4 (C) 14 (D) 16",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
32,"將耳垂按貼於面，當耳翼根之後下部為何穴所在？
(A) 風門 (B) 風府 (C) 秉風 (D) 翳風",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
33,"下列何穴位於大椎與肩峰連線的中點處？
(A) 肩 髃 (B) 肩 髎 (C) 肩貞 (D) 肩井",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
34,"下列何穴位於前髮際正中直上1寸？
(A) 上星 (B) 上廉 (C) 神庭 (D) 神堂",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
35,"肩井穴位於那一條經脈上？
(A) 手陽明 (B) 手太陽 (C) 足太陽 (D) 足少陽",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
36,"絲竹空穴為下列何經脈的止穴？
(A) 足少陽 (B) 手少陽 (C) 手太陽 (D) 足太陽
代號：6112
頁次：6－4",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
37,"下列何者並非公孫穴的主治？
(A) 寒虐不食、癇氣 (B) 脾虛水腫 (C) 腹脹如鼓、膽虛 (D) 脅下逆搶心",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
38,"下列有關心經穴位主治之敘述，何者錯誤？
(A) 陰郄，治盜汗骨蒸 (B) 神門，治心煩心痛
(C) 少府，治項強不可回顧 (D) 少衝，治熱病煩滿，上氣",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
39,"下列有關大都穴之敘述，何者正確？
(A) 為脾經五輸穴之俞穴
(B) 在足大趾內側，本節後陷中
(C) 穴位足大趾內側，赤白肉際處，背甚豐滿故名之
(D) 主治癇氣，善太息",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
40,"下列有關脾經穴位之敘述，何者正確？
(A) 原穴：太白 (B) 絡穴：商丘 (C) 郄穴 ：公孫 (D) 脾之大絡：血海",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
41,"經外奇穴與新穴穴位中，用蠟繩量病患口長，照此裁紙四方，中剪小孔，另用長蠟繩踏腳下，前齊
大趾，後上曲騰秋橫紋，截斷，卻環紋結喉下雙垂向背後，繩頭盡處，以墨點記，即以前紙小孔安點中，
分四方，紙角是穴。為下列何穴？
(A) 四花 (B) 騎竹馬 (C) 竹杖 (D) 四縫",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
42,"下列有關經外奇穴與新穴穴位之敘述，何者正確？
(A) 印堂：兩眼中間，兩眼正中取之 (B) 魚腰：兩眉中間是穴，直瞳孔上
(C) 鼻通：鼻孔中上端 (D) 內迎香：鼻翼外中上端，鼻唇溝交界處",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
43,"下列有關大敦穴之敘述，何者正確？
(A) 足大趾外側、爪甲根部，去爪甲角寸許，再上寸許，即足大趾第一與第二節關節之後，再偏向外
側取之
(B) 屬肝經滎穴
(C) 主治小便頻數不禁
(D) 主治耳痛耳聾",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
44,"下列有關曲澤穴之敘述，何者錯誤？
(A) 肘關節內側，大筋之內橫紋中有動脈應手，尺澤與小海之間
(B) 主治心痛、善驚
(C) 主治腳氣，身搖
(D) 針五分，留七呼，下針宜避開血管",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
45,"有關經外奇穴與新穴中，下列何穴主治疝氣、偏墜，奔豚繞臍痛？
(A) 百勞 (B) 臍旁 (C) 子宮 (D) 腰眼",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
46,"有關經外奇穴與新穴中，下列何穴主治痔疾、脫肛？
(A) 腰眼 (B) 二白 (C) 四縫 (D) 腎脊",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
47,"下列何穴不屬於治療上背痛的鄰近取穴原則？
(A) 天宗 (B) 曲垣 (C) 支正 (D) 肩外俞",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
48,"依本經子母補瀉法原則，病人主訴胸脅滿痛、口苦、易怒、目 外 眦 痛 ，屬足少陽膽經實證，應用下
列何穴治療？
(A) 瀉陽輔 (B) 補陽輔 (C) 瀉陽谷 (D) 補陽谷",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
49,"根據經絡循行，上、下牙痛應各取何經治療？
(A) 脾、胃 (B) 胃、大腸 (C) 肺、大腸 (D) 大腸、肺",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
50,"中風臨床依病位深淺及病情輕重，概分為中經絡及中臟腑兩類症狀，下列相關之敘述何者錯誤？
(A) 中經絡可分為閉證與脫證，見突然昏仆，神志昏昧
(B) 脫證針灸治法，取任脈穴為主，用大艾炷灸之
(C) 閉症取督脈和十二井穴為主，採毫針刺用瀉法或點刺出血
(D) 中經絡半身不遂的針灸治療，病程較久的，可採「補健側，瀉患側」的治法
代號：6112
頁次：6－5",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
51,"下列何穴不屬於十二經原穴？
(A) 神門穴 (B) 太衝穴 (C) 丘墟穴 (D) 蠡溝穴",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
52,"下列何穴適用於咽喉腫痛屬熱證者？
(A) 少衝 (B) 中衝 (C) 湧泉 (D) 少商",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
53,"病人主訴繞臍疼痛，確認為小腸發炎，可用下列那些穴位治療？ 下巨虛  腕骨  小腸俞
 關元
(A)    (B)    (C)    (D)    ",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
54,"病人主訴肩胛疼痛、上肢無法舉起時，局部取穴最適合用下列何穴？
(A) 陽陵泉 (B) 陰陵泉 (C) 風市 (D) 秉風",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
55,"10 歲男童，腹痛 1 日，脹滿拒按，厭食，噯氣、口臭、大便後疼痛可緩解，苔膩，脈滑，其治療應
取下列何者？
(A) 隔鹽灸神闕
(B) 取中脘、天樞、氣海、足三里、里內庭，毫針刺用瀉法
(C) 此屬寒邪內積證
(D) 治應取足太陽經穴為主",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
56,"治療三叉神經痛第三分支疼痛，局部取穴應取下列何組穴位？
(A) 四白、巨 髎、顴髎 (B) 夾承漿、頰車、下關 (C) 合谷、三間、內庭 (D) 攢竹、陽白、魚腰",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
57,"張小弟出麻疹，針刺何穴出血可清血解毒？
(A) 委中、尺澤 (B) 陽陵泉、足三里 (C) 陰陵泉、懸鍾 (D) 胃俞、脾俞",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
58,"劉太太有神經衰弱病史，主訴多夢心虛善驚，針刺治療穴位，不包括下列何者？
(A) 神門 (B) 心俞 (C) 內庭 (D) 膽俞",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
59,"治療感冒何者錯誤？
(A) 取足太陰、手太陽經為主 (B) 魚際為肺經滎穴，可用以瀉肺火利咽止痛
(C) 太陽主一身之表，取風門以疏調太陽經氣 (D) 風熱型感冒，取大椎可表散陽邪而解熱",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
60,"治療陽痿，下列敘述何者錯誤？
(A) 針三陰交、陰陵泉 (B) 針關元、氣海、腎俞，並加灸三五壯
(C) 針三焦俞、加灸獨陰、血海三五壯 (D) 灸歸來、命門、會陰、長強",C,97-中醫臨床醫學(四)（包括針灸科學）.csv
61,"一位發育正常，14歲初經的22歲未婚女性，突然月經停止三個多月沒來而前來針灸，則下列敘述何
者錯誤？
(A) 中醫稱此為經閉，故不須考慮懷孕 (B) 可分為血枯經閉與血滯經閉兩類
(C) 血枯經閉型針刺應採用補法 (D) 血滯經閉型針刺應採用瀉法",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
62,"眩暈為臨床上常見的症狀，輕者發作短暫，平臥閉目片刻即安；重者如乘坐舟車，旋轉起伏不定，
以致站立不穩。下列有關其針灸治療的敘述，何者錯誤？
(A) 氣血不足型以培補脾胃為主 (B) 肝陽上亢型以清肝潛陽為主
(C) 痰濕中阻型以運脾化痰為主 (D) 治療期間須多飲水",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
63,"有關水腫的針灸治療，下列敘述何者錯誤？
(A) 水腫根據虛實辨證，可分為陰水與陽水兩大類 (B) 治法以通調三焦氣機為主
(C) 陽證兼調肺與膀胱 (D) 陰證宜調補肝肺",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
64,"治療張先生勞累引發坐骨神經痛，下列有關針灸治法之敘述，何者錯誤？
(A) 禁灸 (B) 取足太陽經穴 (C) 取足少陽經穴 (D) 用刺絡拔罐療法",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
65,"治療痔瘡針刺之穴位，下列何者錯誤？
(A) 四白穴為經驗穴 (B) 二白 (C) 承山 (D) 長強",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
66,"某40幾歲婦女，因憂思悲慮、津液乾枯、內熱貧血、精神興奮、失望等原因，而產生頭痛、眩暈、
耳鳴倦怠、消化不良、味覺障礙，下列何者錯誤？
(A) 類似中國醫學的臟燥
(B) 有的人可能角弓反張，但意志不喪失
(C) 運動方面證狀：有痙攣、攣縮等之不同
(D) 不會出現言語困難、唇舌咽喉乾燥、多飲不能解渴的症狀
代號：6112
頁次：6－6",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
67,"有關顏面神經麻痺（口眼歪斜）的敘述，下列何者錯誤？
(A) 中樞性之病因為中風（腦溢血）、腦部腫瘤，同時一定併見其半身不遂
(B) 末梢型患側額無皺紋、眼閉不全、鼻唇溝消失、口角下垂，笑時牽向健側
(C) 病患鼓起雙頰吹氣患側會漏氣
(D) 有時病患會有聽覺異常的現象",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
68,"下列有關慢性鼻炎針灸療法之敘述，何者錯誤？
(A) 針合谷 (B) 刺鼻通穴
(C) 刺上星、迎香穴 (D) 不宜灸上星、風門五六壯",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
69,"40 歲男性，絞痛突然發生，從後腰腎區向腹前部、同側陰囊、大腿內側放射，伴有冷汗、噁心、嘔
吐，治療此患者可選用下列何經穴？
(A) 太衝、行間 (B) 腎俞、三陰交 (C) 懸鍾、陽陵泉 (D) 天樞、梁門",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
70,"針刺治療肘關節強直及牽縮時，並不使用下列何穴位？
(A) 尺澤 (B) 曲池 (C) 曲澤 (D) 風市",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
71,"小兒麻痺的後遺症出現肢體癱瘓，使用針灸治療時，所選用之主要經穴應為何？
(A) 手足陽明經 (B) 手足太陰經 (C) 手足厥陰經 (D) 手足少陰經",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
72,"針刺治療三叉神經痛時，則下列敘述，何者錯誤？
(A) 第一枝加針頭維、攢竹等穴 (B) 第二枝加針迎香、人中等穴
(C) 第三枝加針頰車、地倉、天容、下關等穴 (D) 第三枝加針地五會、天柱、大杼等穴",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
73,"膀胱經「八 髎穴 」中，何者為治療痛經的經驗有效穴？
(A) 上 髎 (B) 次 髎 (C) 中 髎 (D) 下 髎",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
74,"小兒遺尿的針灸治療，可以灸「中極穴」，因為此穴是膀胱經的何種穴？
(A) 背俞穴 (B) 募穴 (C) 原穴 (D) 郄穴",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
75,"下列有關小兒遺尿之針灸療法的敘述，何者錯誤？
(A) 針灸腎俞、關元 (B) 針灸命門、膀胱俞、氣海
(C) 針中極，痠麻直達生殖器 (D) 針上星，痠麻直達百會穴",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
76,"耳針療法中，耳穴的分布，在耳垂5區的中央穴區主治下列何者？
(A) 急性結膜炎 (B) 心痛 (C) 牙痛 (D) 氣喘",A,97-中醫臨床醫學(四)（包括針灸科學）.csv
77,"有關顏面神經麻痺症狀之治療，下列何者錯誤？
(A) 針合谷 (B) 針地倉、頰車、翳風
(C) 針陽白、聽會、瞳 子 髎 (D) 針秩邊、環跳、委中",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
78,"周圍性顏面神經麻痺患者，使用之針灸治療穴位組合，不包括下列何者？
(A) 風池、翳風 (B) 陰谷、太谿 (C) 合谷、太衝 (D) 頰車、地倉",B,97-中醫臨床醫學(四)（包括針灸科學）.csv
80,"下列何者不屬於皮膚針的別名？
(A) 小兒針 (B) 七星針 (C) 梅花針 (D) 焠刺針",D,97-中醫臨床醫學(四)（包括針灸科學）.csv
1,"有關炙甘草湯之敘述，下列何者正確？一名加減復脈湯 治法為通陽復脈，滋陰養血 白飲
和服 脈結代，心動悸的病機為心陰陽氣血虧虛，失其所養鼓動無力
(A)  (B) (C) (D)",D,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
2,"依《傷寒論》，十棗湯證可見下列何項？漐漐汗出，發作有時 心下痞鞕滿，引脇下痛 發
熱惡寒 乾嘔，短氣
(A) (B) (C) (D)",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
3,"依《傷寒論》，太陽病未解，脈陰陽俱停，必先振慄汗出而解。但陽脈微者，先汗出而解；但陰脈微
者，宜治以下列何方？
(A) 調胃承氣湯 (B)五苓散 (C)理中湯 (D)四逆湯",A,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
4,"依《傷寒論》，大黃黃連瀉心湯的煎服法，以下列何者漬之，須臾，絞去滓，分溫再服？
(A)麻沸湯 (B)白飲 (C)苦酒 (D)清漿水",A,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
5,"依《傷寒論》，寒實結胸，無熱證者，與三物白散。請問其組成無下列何種藥物？
(A)貝母 (B)桑白皮 (C)桔梗 (D)巴豆",B,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
6,"依《傷寒論》，有關理中丸組成之加減敘述，下列何者正確？若臍上築者，腎氣動也，去朮加桂四
兩 吐多者，去朮加生薑三兩 腹中痛者，去朮加附子 悸者，加茯苓二兩
(A)僅 (B)僅 (C)僅 (D)",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
7,"小青龍湯為臨床治療寒喘之良方，服本湯後引起口渴，依《傷寒論》，應如何加減？
(A)去細辛加栝蔞根 (B)去半夏加栝蔞根 (C)去乾薑加栝蔞根 (D)去五味子加栝蔞根",B,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
8,"52歲男性患者，慢性支氣管炎十多年，時咳嗽有痰，痰黏稠不易咳出，醫者與麻黃湯，引起臍下悸，
欲作奔豚，後轉往其他醫師處求治，其中醫診斷及治方，下列何項正確？
(A)乃腎水陰邪乘虛上干淩心，茯苓桂枝白朮甘草湯主治
(B)乃素有寒飲相挾而成，茯苓桂枝甘草大棗湯主治
(C)乃腎水陰邪乘虛上干淩心，茯苓桂枝甘草大棗湯主治
(D)乃素有寒飲相挾而成，茯苓桂枝白朮甘草湯主治",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
9,"有關少陽小柴胡湯或然證加減用藥，下列敘述何者正確？若胸中煩而不嘔，去半夏、人參加栝蔞
實一枚 若渴，去半夏加麥冬 若腹中痛，去黃芩，加芍藥 若脇下痞鞕，去大棗，加牡蠣
(A)僅 (B)僅 (C)僅 (D)
代號：3112
頁次：8－2",B,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
10,"有關豬苓湯證，下列敘述何者正確？陽明病汗出多而渴者，為其適應證 症可見脈浮發熱
小便不利是水熱結於下焦 陽明病誤下後，津液受傷，可形成豬苓湯證
(A)僅 (B)僅 (C)僅 (D)",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
11,"有關柴胡加龍骨牡蠣湯證，下列敘述何者正確？小便不利之病機為少陽樞機不利，三焦決瀆失職
桂枝通陽和表 茯苓寧心安神，通利小便 胸滿而煩之病機為正氣受傷邪陷少陽
(A)僅 (B)僅 (C)僅 (D)",D,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
12,"柴胡桂枝乾薑湯證中，胸脇滿微結之病機為下列何者？
(A)肝鬱氣滯，少陽樞機不利 (B)陽氣不得宣化，肝寒氣滯
(C)三焦決瀆功能失常，水飲留結 (D)陽鬱不得宣達全身，水道不暢",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
13,"關於「本太陽病，醫反下之，因而腹滿時痛者，屬太陰也，桂枝加芍藥湯主之」之敘述，下列何者正
確？本文所用之「桂枝加芍藥湯」，方中芍藥用量為桂枝之二倍 治則為通陽益脾，活血和絡
芍藥與甘草合用，既能酸甘益陰，又能活血和絡 本方煎服法同桂枝湯
(A)僅 (B)僅 (C)僅 (D)",A,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
14,"關於附子湯與少陰病之敘述，下列何者正確？治少陰病初起，背惡寒者，可加用灸法以增強療效
方用甘草，欲其緩附子之毒 方用芍藥，欲其緩急，止身疼痛 方中生薑宣散，可助附子
溫腎陽
(A) (B) (C) (D)",A,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
15,"關於「手足厥寒，脈細欲絕者，當歸四逆湯主之」之敘述，下列何者正確？本條文敘證簡略，應
以方測證，方能與陽虛陰盛之寒厥或熱邪鬱遏之熱厥相別 由當歸四逆湯之組成可知，本證應屬
血虛寒凝而致厥 本方即桂枝湯倍大棗，加當歸、細辛、通草而成 方名中有四逆之稱，但不用
乾薑、附子，而以細辛、桂枝辛溫散寒
(A)僅 (B)僅 (C) (D)",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
16,"關於厥陰病「虛寒下利兼表證」之敘述，下列何者正確？虛寒下利雖兼表證，亦不宜先攻其表
先攻表則易「腹脹滿」，此因「脾腎陽衰，寒凝氣滯，濁陰不化」所致 溫裏宜四逆湯，攻表
宜桂枝湯 四逆湯宜服至身體痛已退，方以桂枝湯解表
(A)僅 (B)僅 (C)僅 (D)",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
17,"依《金匱要略》，病人語聲喑喑然不徹者，為下列何者的病變？
(A)骨節間 (B)頭中 (C)心膈間 (D)腹中",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
18,"依《金匱要略》，八味腎氣丸主治下列何者？虛勞腰痛 婦人轉胞 短氣有微飲 咳嗽上氣
(A) (B) (C) (D)",B,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
19,"依《金匱要略》，下列何者為奔豚湯的藥物組成？川芎、當歸 黃芩、芍藥 半夏、生薑 椿
根白皮、柴胡
(A) (B) (C) (D)",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
20,"患者身高170公分，體重45公斤，於盛夏白天溫度37.5℃到碧潭游泳，空腹吃大西瓜，然後吹冷氣
睡午覺，傍晚因腹部疼痛、腸鳴醒來，接著出現乾嘔，口水較多，患者以為腸胃炎，空腹禁食。第
二日，症狀同前，食慾仍不佳，患者當日飲食清淡量少，解少量稀溏便，未出現嘔吐。第三日症狀
如同第一日，因腹部仍不舒服，乃尋求診治。醫師見其手按腹部，時面色萎黃，四肢厥冷，舌淡苔白
水滑，脈細而遲。治以下列何者最適宜？
(A)大建中湯 (B)赤丸 (C)附子粳米湯 (D)甘草附子湯
代號：3112
頁次：8－3",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
21,"患者於盛夏外出旅遊，汗流浹背，途中遇西北雨，患者不以為意，連續數日多次淋雨後，逐漸出現畏
冷，發燒，午後發熱加重，一身關節痠痛，舌淡紅，苔白膩，脈濡微浮。宜治以下列何者？
(A)甘草、桂枝、生薑、附子、大棗 (B)桂枝、甘草、白朮、附子
(C)甘草、白朮、麻黃、杏仁、桂枝 (D)薏苡仁、杏仁、甘草、麻黃",D,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
22,"患者於盛夏外出旅遊，汗流浹背，途中遇西北雨，患者不以為意，連續數日多次淋雨後，逐漸出現畏
冷，發燒，午後發熱加重，一身關節痠痛，舌淡紅，苔白膩，脈濡微浮，該證候的病機為下列何者？
(A)寒濕在表 (B)風濕表虛
(C)風濕表陽虛，濕氣偏勝 (D)風濕在表",D,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
25,"40 歲男性患者，自訴於前日大熱天全身大汗時入溪水中游泳後，傍晚即身體腫脹，發熱，流汗，
口乾渴喜飲，並且發現所流的汗為黃色，醫者視其舌紅苔白有齒痕，切其脈沉，下列何方最適宜？
(A)桂枝加黃耆湯 (B)黃耆芍桂苦酒湯
(C)黃蓍桂枝五物湯 (D)麻黃附子湯",B,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
26,"在《金匱要略》中有關黑疸的症狀，下列何者正確？目青面黑 心中如噉蒜虀狀 大便色正
白 皮膚爪之不仁
(A)僅 (B)僅 (C)僅 (D)",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
27,"70 歲男性患者，主訴為胸悶喘促近 1 週，並伴有胃脘部脹滿堅硬，望診面色黧黑，舌淡紅嫩苔白
滑多津，脈沉緊，前醫曾以吐法及下法治之不癒，CXR 顯示有肺水腫、心臟肥大，EKG 顯示為
Non-specific ST-T change，治以下列何方最為適宜？
(A)真武湯 (B)木防己湯 (C)苓桂朮甘湯 (D)己椒藶黃丸",B,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
28,"35 歲女性患者，主訴頭痛 20 餘日，生產後已 5 週，10 餘日前曾受風寒引發頭痛，發熱惡寒，患者
服用感冒成藥而症狀減輕，但自覺仍未痊癒，待坐月子結束才來看診，現症仍有頭微痛，發熱惡寒，
胃脘悶，乾嘔，汗出，二便尚可，舌淡紅苔白，脈軟無力，治以下列何方最為適宜？
(A)竹葉湯 (B)竹皮大丸 (C)陽旦湯 (D)葛根湯",C,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
29,"關於「溫病的辨證」，下列敘述何者錯誤？
(A)衛氣營血辨證為葉天士所創，源自《內經》；三焦辨證為吳鞠通所創，源自《難經》
(B)掌握衛氣營血和三焦所屬臟腑的生理功能，及其發病後的病理變化即能正確辨證溫病
(C)就層次而言，衛氣營血是由淺到深
(D)由於病邪性質之不同，就三焦辨證而言，發病初起不一定皆始於手太陰肺經
代號：3112
頁次：8－4",A,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
30,"關於溫病「辨斑疹」之敘述，下列何者錯誤？
(A)余師愚：「苟能細心審量，神明於鬆浮、緊束之間，決生死於臨症之頃」指出斑疹形態能分別輕
重及預後
(B)色澤方面，雷少逸提出：「紅輕、紫重、黑危」之原則
(C)斑疹透發代表邪氣外露，故葉天士認為：宜見不宜見多
(D)在欲透未透之際，往往有灼熱、煩躁口渴、舌絳苔黃，脈數等症。若兼見胸悶、咳嗽等症則為出
斑先兆",D,98-中醫臨床醫學(一)（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
